target_id	target_type	target_name	target_organism_tax_id	target_organism	uniprot_id
NPT251	Individual Protein	Histamine H1 receptor	9606	Homo sapiens	P35367
NPT2518	Individual Protein	Cytochrome P450 19A1	10116	Rattus norvegicus	P22443
NPT2519	Individual Protein	HMG-CoA reductase	10090	Mus musculus	Q01237
NPT252	Individual Protein	Histamine H2 receptor	9606	Homo sapiens	P25021
NPT2520	Individual Protein	Leukotriene A4 hydrolase	9606	Homo sapiens	P09960
NPT253	Individual Protein	HMG-CoA reductase	9606	Homo sapiens	P04035
NPT2533	Individual Protein	Coagulation factor X	9606	Homo sapiens	P00742
NPT2534	Individual Protein	Thrombin	9913	Bos taurus	P00735
NPT2536	Individual Protein	Leukocyte adhesion glycoprotein LFA-1 alpha	9606	Homo sapiens	P20701
NPT2542	Individual Protein	Arginase-1	9606	Homo sapiens	P05089
NPT2543	Individual Protein	cAMP-dependent protein kinase alpha-catalytic subunit	9986	Oryctolagus cuniculus	Q95J97
NPT2546	Individual Protein	Serine/threonine-protein kinase AKT3	9606	Homo sapiens	Q9Y243
NPT255	Individual Protein	Leukotriene C4 synthase	10141	Cavia porcellus	A6XA80
NPT2552	Individual Protein	Calcium-activated potassium channel subunit alpha-1	9606	Homo sapiens	Q12791
NPT2553	Individual Protein	Aminopeptidase N	9606	Homo sapiens	P15144
NPT2556	Individual Protein	DNA-dependent protein kinase	9606	Homo sapiens	P78527
NPT2558	Individual Protein	Dihydroorotate dehydrogenase	5833	Plasmodium falciparum	Q54A96
NPT2559	Individual Protein	Dihydroorotate dehydrogenase	559292	Saccharomyces cerevisiae S288c	P28272
NPT256	Individual Protein	Cysteinyl leukotriene receptor 1	9606	Homo sapiens	Q9Y271
NPT2561	Individual Protein	Triosephosphate isomerase, glycosomal	5693	Trypanosoma cruzi	P52270
NPT2562	Individual Protein	Poly [ADP-ribose] polymerase-1	9606	Homo sapiens	P09874
NPT2563	Individual Protein	Tankyrase-2	9606	Homo sapiens	Q9H2K2
NPT2565	Individual Protein	Prenyltransferase homolog	100226	Streptomyces coelicolor A3	Q9FBZ2
NPT2569	Individual Protein	Butyrylcholinesterase	9796	Equus caballus	Q9N1N9
NPT257	Individual Protein	Arachidonate 15-lipoxygenase	9986	Oryctolagus cuniculus	P12530
NPT2570	Individual Protein	Protein-tyrosine phosphatase LC-PTP	9606	Homo sapiens	P35236
NPT2571	Individual Protein	Mitogen-activated protein kinase kinase kinase 8	9606	Homo sapiens	P41279
NPT2572	Individual Protein	Ephrin type-B receptor 4	9606	Homo sapiens	P54760
NPT2573	Individual Protein	Vascular endothelial growth factor receptor 3	9606	Homo sapiens	P35916
NPT2574	Individual Protein	Insulin receptor	9606	Homo sapiens	P06213
NPT2575	Individual Protein	Platelet-derived growth factor receptor beta	9606	Homo sapiens	P09619
NPT2576	Individual Protein	Tyrosine-protein kinase TIE-2	9606	Homo sapiens	Q02763
NPT2581	Individual Protein	Sulfotransferase 1A1	9606	Homo sapiens	P50225
NPT2584	Individual Protein	Acyl coenzyme A:cholesterol acyltransferase 2	9606	Homo sapiens	O75908
NPT2585	Individual Protein	Transcription factor HES-1	9606	Homo sapiens	Q14469
NPT2586	Individual Protein	Phospholipase A2, acidic	35670	Naja naja	P15445
NPT2587	Individual Protein	D-amino-acid oxidase	9823	Sus scrofa	P00371
NPT259	Individual Protein	Melanocortin receptor 4	9606	Homo sapiens	P32245
NPT2592	Individual Protein	Voltage-gated potassium channel subunit Kv1.1	9606	Homo sapiens	Q09470
NPT2599	Individual Protein	Cytochrome P450 2A13	9606	Homo sapiens	Q16696
NPT26	Individual Protein	Reverse transcriptase	11676	Human immunodeficiency virus 1	Q9WKE8
NPT260	Individual Protein	Melanocortin receptor 5	9606	Homo sapiens	P33032
NPT2601	Individual Protein	NF-kappaB inhibitor alpha	9606	Homo sapiens	P25963
NPT2603	Individual Protein	Adenosine kinase	9606	Homo sapiens	P55263
NPT2604	Individual Protein	Heat shock cognate 71 kDa protein	9606	Homo sapiens	P11142
NPT2607	Individual Protein	Cereblon isoform 4	55518	Magnetospirillum gryphiswaldense	A4TVL0
NPT2608	Individual Protein	Protein cereblon	9606	Homo sapiens	Q96SW2
NPT261	Individual Protein	Monoamine oxidase A	9606	Homo sapiens	P21397
NPT2610	Individual Protein	Acyl coenzyme A:cholesterol acyltransferase	9986	Oryctolagus cuniculus	P12337
NPT2612	Individual Protein	Bile acid receptor	10090	Mus musculus	Q60641
NPT2613	Individual Protein	Bile salt export pump	10090	Mus musculus	Q9QY30
NPT2614	Individual Protein	Multidrug resistance protein 1a	10116	Rattus norvegicus	Q6PSM0
NPT2616	Individual Protein	Forkhead box protein O3	9606	Homo sapiens	O43524
NPT262	Individual Protein	Muscarinic acetylcholine receptor M1	9606	Homo sapiens	P11229
NPT2620	Individual Protein	Seed linoleate 9S-lipoxygenase	3847	Glycine max	P24095
NPT2621	Individual Protein	Pteridine reductase 1	5664	Leishmania major	Q01782
NPT2624	Individual Protein	Beta-nerve growth factor	9606	Homo sapiens	P01138
NPT2626	Individual Protein	Myosin light chain kinase, smooth muscle	9606	Homo sapiens	Q15746
NPT2627	Individual Protein	Calcium dependent protein kinase	4565	Triticum aestivum	A0T123
NPT2628	Individual Protein	Luciferase	41716	Photuris pennsylvanica	Q94696
NPT2629	Individual Protein	FAD-linked sulfhydryl oxidase ALR	9606	Homo sapiens	P55789
NPT263	Individual Protein	Muscarinic acetylcholine receptor M2	9606	Homo sapiens	P08172
NPT2630	Individual Protein	mRNA interferase MazF	83333	Escherichia coli K-12	P0AE70
NPT2639	Individual Protein	CD81 antigen	9606	Homo sapiens	P60033
NPT264	Individual Protein	Muscarinic acetylcholine receptor M3	9606	Homo sapiens	P20309
NPT265	Individual Protein	Muscarinic acetylcholine receptor M4	9606	Homo sapiens	P08173
NPT2650	Individual Protein	Solute carrier family 22 member 21	10090	Mus musculus	Q9WTN6
NPT2651	Individual Protein	Probable linoleate 9S-lipoxygenase 5	4113	Solanum tuberosum	Q43191
NPT2652	Individual Protein	SUMO-activating enzyme subunit 1	9606	Homo sapiens	Q9UBE0
NPT2653	Individual Protein	Histone acetyltransferase KAT8	9606	Homo sapiens	Q9H7Z6
NPT2654	Individual Protein	P2X purinoceptor 7	9606	Homo sapiens	Q99572
NPT2655	Individual Protein	Cell division control protein 42 homolog	9606	Homo sapiens	P60953
NPT2656	Individual Protein	Ras-related C3 botulinum toxin substrate 1	9606	Homo sapiens	P63000
NPT2658	Individual Protein	Snake venom metalloproteinase Bap1	8722	Bothrops asper	P83512
NPT2659	Individual Protein	Ubiquitin carboxyl-terminal hydrolase 5	9606	Homo sapiens	P45974
NPT266	Individual Protein	Muscarinic acetylcholine receptor M5	9606	Homo sapiens	P08912
NPT2661	Individual Protein	Ubiquitin carboxyl-terminal hydrolase 8	9606	Homo sapiens	P40818
NPT2662	Individual Protein	Ubiquitin carboxyl-terminal hydrolase isozyme L3	9606	Homo sapiens	P15374
NPT2663	Individual Protein	Ubiquitin carboxyl-terminal hydrolase isozyme L1	9606	Homo sapiens	P09936
NPT2664	Individual Protein	Ubiquitin carboxyl-terminal hydrolase 4	9606	Homo sapiens	Q13107
NPT2666	Individual Protein	3-hydroxy-3-methylglutaryl-coenzyme A reductase	284812	Schizosaccharomyces pombe 972h-	Q10283
NPT2668	Individual Protein	Acetylcholinesterase	7787	Torpedo californica	P04058
NPT2669	Individual Protein	P2X purinoceptor 1	10116	Rattus norvegicus	P47824
NPT267	Individual Protein	Neuropeptide Y receptor type 1	9606	Homo sapiens	P25929
NPT2670	Individual Protein	P2X purinoceptor 2	9606	Homo sapiens	Q9UBL9
NPT2671	Individual Protein	P2X purinoceptor 4	10116	Rattus norvegicus	P51577
NPT2672	Individual Protein	Dihydroorotase	9606	Homo sapiens	P27708
NPT2673	Individual Protein	Trans-sialidase	5693	Trypanosoma cruzi	Q26966
NPT2674	Individual Protein	P2X purinoceptor 1	9606	Homo sapiens	P51575
NPT2675	Individual Protein	P2X purinoceptor 3	9606	Homo sapiens	P56373
NPT2676	Individual Protein	P2X purinoceptor 1	10090	Mus musculus	P51576
NPT2677	Individual Protein	Receptor-type tyrosine-protein phosphatase beta	9606	Homo sapiens	P23467
NPT2680	Individual Protein	Ornithine decarboxylase	9606	Homo sapiens	P11926
NPT2681	Individual Protein	Glycogen phosphorylase, muscle form	9986	Oryctolagus cuniculus	P00489
NPT2682	Individual Protein	Alpha-chymotrypsin	9913	Bos taurus	P00766
NPT2683	Individual Protein	Malate dehydrogenase cytoplasmic	9606	Homo sapiens	P40925
NPT2684	Individual Protein	Malate dehydrogenase mitochondrial	9823	Sus scrofa	P00346
NPT2686	Individual Protein	Equilibrative nucleoside transporter 1	10116	Rattus norvegicus	O54698
NPT2689	Individual Protein	Indoleamine 2,3-dioxygenase 2	10090	Mus musculus	Q8R0V5
NPT269	Individual Protein	Nitric-oxide synthase, brain	10116	Rattus norvegicus	P29476
NPT2691	Individual Protein	Voltage-gated L-type calcium channel alpha-1C subunit	9606	Homo sapiens	Q13936
NPT2695	Individual Protein	Serotonin 2a (5-HT2a) receptor	10090	Mus musculus	P35363
NPT2698	Individual Protein	Beta tubulin	5661	Leishmania donovani	Q25270
NPT2699	Individual Protein	Ryanodine receptor 1	9986	Oryctolagus cuniculus	P11716
NPT270	Individual Protein	Nitric oxide synthase, inducible	10090	Mus musculus	P29477
NPT2700	Individual Protein	Ryanodine receptor 3	10090	Mus musculus	A2AGL3
NPT2704	Individual Protein	Hemagglutinin	382835	Influenza A virus	B4URE7
NPT271	Individual Protein	Delta opioid receptor	9606	Homo sapiens	P41143
NPT2712	Individual Protein	Adhesin protein fimH	83333	Escherichia coli K-12	P08191
NPT2715	Individual Protein	Receptor-type tyrosine-protein phosphatase S	9606	Homo sapiens	Q13332
NPT2716	Individual Protein	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	83333	Escherichia coli K-12	P0A749
NPT2717	Individual Protein	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	208964	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)	Q9HVW7
NPT2719	Individual Protein	Voltage-gated L-type calcium channel alpha-1C subunit	10116	Rattus norvegicus	P22002
NPT272	Individual Protein	Kappa opioid receptor	9606	Homo sapiens	P41145
NPT2724	Individual Protein	Lysine-specific demethylase 2A	9606	Homo sapiens	Q9Y2K7
NPT2725	Individual Protein	Lysine-specific demethylase 4C	9606	Homo sapiens	Q9H3R0
NPT2727	Individual Protein	Cystic fibrosis transmembrane conductance regulator	10116	Rattus norvegicus	P34158
NPT2729	Individual Protein	Tyrosine-protein kinase ABL	9606	Homo sapiens	P00519
NPT273	Individual Protein	Phosphodiesterase 5A	9606	Homo sapiens	O76074
NPT2732	Individual Protein	Aldehyde dehydrogenase	9606	Homo sapiens	P05091
NPT2733	Individual Protein	Protein kinase Pfmrk	5833	Plasmodium falciparum	P90584
NPT2736	Individual Protein	Estrogen-related receptor alpha	9606	Homo sapiens	P11474
NPT2737	Individual Protein	Estrogen-related receptor beta	9606	Homo sapiens	O95718
NPT2739	Individual Protein	Tyrosinase	10090	Mus musculus	P11344
NPT274	Individual Protein	Platelet activating factor receptor	9606	Homo sapiens	P25105
NPT2741	Individual Protein	Pyruvate kinase	5665	Leishmania mexicana	Q27686
NPT2742	Individual Protein	Aldehyde oxidase	9606	Homo sapiens	Q06278
NPT2748	Individual Protein	Butyrylcholinesterase	10116	Rattus norvegicus	Q9JKC1
NPT2749	Individual Protein	Acetylcholinesterase	10116	Rattus norvegicus	P37136
NPT275	Individual Protein	Progesterone receptor	9913	Bos taurus	Q690N0
NPT2750	Individual Protein	Tyrosine-protein kinase BMX	9606	Homo sapiens	P51813
NPT2752	Individual Protein	DNA (cytosine-5)-methyltransferase 1	9606	Homo sapiens	P26358
NPT2755	Individual Protein	Protein-arginine deiminase type-4	9606	Homo sapiens	Q9UM07
NPT2757	Individual Protein	Purinergic receptor P2Y12	9606	Homo sapiens	Q9H244
NPT276	Individual Protein	Angiotensin-converting enzyme	9986	Oryctolagus cuniculus	P12822
NPT2761	Individual Protein	Phosphodiesterase 4A	9606	Homo sapiens	P27815
NPT2763	Individual Protein	Prostanoid FP receptor	9913	Bos taurus	P37289
NPT2764	Individual Protein	Prostanoid FP receptor	9606	Homo sapiens	P43088
NPT2765	Individual Protein	Prostanoid EP1 receptor	9606	Homo sapiens	P34995
NPT2766	Individual Protein	Prostanoid EP2 receptor	9606	Homo sapiens	P43116
NPT2767	Individual Protein	Prostanoid EP3 receptor	9606	Homo sapiens	P43115
NPT2768	Individual Protein	Prostanoid EP4 receptor	9606	Homo sapiens	P35408
NPT2769	Individual Protein	Thromboxane A2 receptor	9606	Homo sapiens	P21731
NPT277	Individual Protein	Caspase-1	9606	Homo sapiens	P29466
NPT2770	Individual Protein	Prostanoid DP receptor	9606	Homo sapiens	Q13258
NPT2772	Individual Protein	Prostanoid FP receptor	10090	Mus musculus	P43117
NPT2773	Individual Protein	Solute carrier family 22 member 7	9606	Homo sapiens	Q9Y694
NPT2774	Individual Protein	Solute carrier family 22 member 7	10116	Rattus norvegicus	Q5RLM2
NPT2775	Individual Protein	Solute carrier organic anion transporter family member 2A1	10090	Mus musculus	Q9EPT5
NPT2776	Individual Protein	Serotonin 1e (5-HT1e) receptor	9606	Homo sapiens	P28566
NPT2777	Individual Protein	Translocator protein	9606	Homo sapiens	P30536
NPT278	Individual Protein	Cathepsin G	9606	Homo sapiens	P08311
NPT2783	Individual Protein	Cytochrome b-245 light chain	9913	Bos taurus	O46521
NPT2784	Individual Protein	GMP synthase [glutamine-hydrolyzing]	9606	Homo sapiens	P49915
NPT2785	Individual Protein	Tryptase beta-1	9606	Homo sapiens	Q15661
NPT279	Individual Protein	Leukocyte elastase	9606	Homo sapiens	P08246
NPT2794	Individual Protein	Quinolone resistance protein norA	1280	Staphylococcus aureus	P0A0J7
NPT2795	Individual Protein	Fluoroquinolone resistance protein	1280	Staphylococcus aureus	A0A0C5K5S3
NPT2796	Individual Protein	Apoptosis regulator Bcl-X	9606	Homo sapiens	Q07817
NPT2797	Individual Protein	Pancreatic lipase	9606	Homo sapiens	P16233
NPT2799	Individual Protein	Small ubiquitin-related modifier 1	9606	Homo sapiens	P63165
NPT28	Individual Protein	LDL-associated phospholipase A2	9606	Homo sapiens	Q13093
NPT280	Individual Protein	Matrix metalloproteinase 9	9606	Homo sapiens	P14780
NPT2800	Individual Protein	Bcl-2-related protein A1	10090	Mus musculus	Q07440
NPT2801	Individual Protein	Ubiquitin-conjugating enzyme E2 N	9606	Homo sapiens	P61088
NPT2803	Individual Protein	Acetylcholinesterase	7165	Anopheles gambiae	Q869C3
NPT2805	Individual Protein	Dopamine beta-hydroxylase	9913	Bos taurus	P15101
NPT2806	Individual Protein	Dopamine beta-hydroxylase	10116	Rattus norvegicus	Q05754
NPT2807	Individual Protein	Hypoxia-inducible factor prolyl 4-hydroxylase	9606	Homo sapiens	Q9NXG6
NPT2808	Individual Protein	Kelch-like ECH-associated protein 1	9606	Homo sapiens	Q14145
NPT281	Individual Protein	MAP kinase ERK1	9606	Homo sapiens	P27361
NPT2811	Individual Protein	Adenosine A1 receptor	10141	Cavia porcellus	P47745
NPT2814	Individual Protein	Insulin-like growth factor binding protein 5	9606	Homo sapiens	P24593
NPT2816	Individual Protein	Bromodomain-containing protein 4	9606	Homo sapiens	O60885
NPT2817	Individual Protein	Inosine-5'-monophosphate dehydrogenase 2	9606	Homo sapiens	P12268
NPT2818	Individual Protein	Dihydrofolate reductase	9606	Homo sapiens	P00374
NPT2819	Individual Protein	Dihydrofolate reductase	5664	Leishmania major	P07382
NPT282	Individual Protein	MAP kinase ERK2	9606	Homo sapiens	P28482
NPT2824	Individual Protein	Brain glycogen phosphorylase	9606	Homo sapiens	P11216
NPT283	Individual Protein	MAP kinase p38 alpha	9606	Homo sapiens	Q16539
NPT2830	Individual Protein	Voltage-gated L-type calcium channel alpha-1C subunit	9986	Oryctolagus cuniculus	P15381
NPT2833	Individual Protein	Peripheral-type benzodiazepine receptor	10116	Rattus norvegicus	P16257
NPT2835	Individual Protein	Voltage-gated L-type calcium channel alpha-1S subunit	10116	Rattus norvegicus	Q02485
NPT2838	Individual Protein	Beta-1 adrenergic receptor	9823	Sus scrofa	Q28998
NPT2839	Individual Protein	Beta-2 adrenergic receptor	9823	Sus scrofa	Q28997
NPT284	Individual Protein	Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform	9606	Homo sapiens	Q08209
NPT2843	Individual Protein	Muscarinic acetylcholine receptor M2	9823	Sus scrofa	P06199
NPT285	Individual Protein	Epidermal growth factor receptor erbB1	9606	Homo sapiens	P00533
NPT2850	Individual Protein	Multidrug resistance associated protein	9606	Homo sapiens	Q96QA9
NPT2851	Individual Protein	Solute carrier family 22 member 4	10116	Rattus norvegicus	Q9R141
NPT2852	Individual Protein	Prion protein	9606	Homo sapiens	P04156
NPT2853	Individual Protein	Chloroquine resistance transporter	5833	Plasmodium falciparum	Q9N623
NPT2854	Individual Protein	Voltage-gated potassium channel subunit Kv1.3	9606	Homo sapiens	P22001
NPT2856	Individual Protein	Sodium channel protein type V alpha subunit	9606	Homo sapiens	Q14524
NPT2859	Individual Protein	Cytochrome P450 2D1	10116	Rattus norvegicus	P10633
NPT286	Individual Protein	Receptor protein-tyrosine kinase erbB-2	9606	Homo sapiens	P04626
NPT2860	Individual Protein	Cytochrome P450 2D2	10116	Rattus norvegicus	P10634
NPT2861	Individual Protein	Cytochrome P450 2D3	10116	Rattus norvegicus	P12938
NPT2865	Individual Protein	Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase	5821	Plasmodium berghei	Q9BHT9
NPT2866	Individual Protein	Replicative DNA helicase	1773	Mycobacterium tuberculosis	P9WMR3
NPT2867	Individual Protein	Protein RecA	1773	Mycobacterium tuberculosis	P9WHJ3
NPT2868	Individual Protein	Thymidine kinase 2	10116	Rattus norvegicus	D3ZGQ2
NPT2869	Individual Protein	Thymidine kinase	10116	Rattus norvegicus	P27158
NPT287	Individual Protein	Leukocyte common antigen	9606	Homo sapiens	P08575
NPT2871	Individual Protein	Cytidine deaminase	9606	Homo sapiens	P32320
NPT2873	Individual Protein	Thymidine phosphorylase	83333	Escherichia coli K-12	P07650
NPT2875	Individual Protein	Solute carrier family 28 member 3	9606	Homo sapiens	Q9HAS3
NPT2876	Individual Protein	Sodium/nucleoside cotransporter 2	9606	Homo sapiens	O43868
NPT2877	Individual Protein	Sodium/nucleoside cotransporter 1	9606	Homo sapiens	O00337
NPT2878	Individual Protein	Equilibrative nucleoside transporter 2	9606	Homo sapiens	Q14542
NPT2879	Individual Protein	Equilibrative nucleoside transporter 1	9606	Homo sapiens	Q99808
NPT288	Individual Protein	Serotonin 1a (5-HT1a) receptor	10116	Rattus norvegicus	P19327
NPT2881	Individual Protein	Beta-1,4-galactosyltransferase 1	9913	Bos taurus	P08037
NPT2882	Individual Protein	Gamma-butyrobetaine dioxygenase	9606	Homo sapiens	O75936
NPT2883	Individual Protein	Egl nine homolog 1	9606	Homo sapiens	Q9GZT9
NPT2884	Individual Protein	Lysine-specific demethylase 6B	9606	Homo sapiens	O15054
NPT2885	Individual Protein	Lysine-specific demethylase 5C	9606	Homo sapiens	P41229
NPT2886	Individual Protein	Lysine-specific demethylase 7	9606	Homo sapiens	Q6ZMT4
NPT2887	Individual Protein	Histone lysine demethylase PHF8	9606	Homo sapiens	Q9UPP1
NPT2888	Individual Protein	Lysine-specific demethylase 6A	9606	Homo sapiens	O15550
NPT2889	Individual Protein	Lysine-specific demethylase 5A	9606	Homo sapiens	P29375
NPT289	Individual Protein	Serotonin 1b (5-HT1b) receptor	10116	Rattus norvegicus	P28564
