id,name,common_names,usda_code,family,family_apg
1107,"Corydalis aurea Willd.",Scrambledeggs,COAU2,Papaveraceae,Papaveraceae
1108,"Corydalis curvisiliqua ssp. occidentalis (Engelm. ex Gray) W.A. Weber",Scrambledeggs,COCUO,Papaveraceae,Papaveraceae
1109,"Corydalis sempervirens (L.) Pers.","Rock Harlequin",COSE5,Papaveraceae,Papaveraceae
1110,"Corylus americana Walt.","American Hazelnut",COAM3,Betulaceae,Betulaceae
1111,"Corylus cornuta Marsh.","Beaked Hazelnut",COCOC2,Betulaceae,Betulaceae
1112,"Corylus cornuta var. californica (A. DC.) Sharp","California Hazelnut",COCOC,Betulaceae,Betulaceae
1113,"Corylus cornuta var. cornuta","Beaked Hazelnut",COCOC2,Betulaceae,Betulaceae
1114,"Corylus sp.",Hazel,"",Betulaceae,Betulaceae
1115,"Coryphantha sp.",Cactus,"",Cactaceae,Cactaceae
1116,"Cosmos parviflorus (Jacq.) Pers.","Southwestern Cosmos",COPA12,Asteraceae,Asteraceae
1117,"Cosmos sp.","Jilla Flower","",Asteraceae,Asteraceae
1118,"Costaria costata (Turner) Saunders","Short Kelp","",Laminariaceae,""
1119,"Coursetia glandulosa Gray","Rosary Babybonnets",COGL8,Fabaceae,Fabaceae
1120,"Cowania sp.","","",Rosaceae,Rosaceae
1121,"Crataegus calpodendron (Ehrh.) Medik.","Pear Hawthorn",CRCA,Rosaceae,Rosaceae
1122,"Crataegus chrysocarpa Ashe","Fireberry Hawthorn",CRCH,Rosaceae,Rosaceae
1123,"Crataegus douglasii Lindl.","Black Hawthorn",CRDOD,Rosaceae,Rosaceae
1124,"Crataegus douglasii var. douglasii","Douglas' Hawthorn",CRDOD,Rosaceae,Rosaceae
1125,"Crataegus erythropoda Ashe","Cerro Hawthorn",CRER,Rosaceae,Rosaceae
1126,"Crataegus macrosperma Ashe","Bigfruit Hawthorn",CRMA3,Rosaceae,Rosaceae
1127,"Crataegus mollis Scheele","Arnold Hawthorn",CRMO2,Rosaceae,Rosaceae
1128,"Crataegus pruinosa (Wendl. f.) K. Koch","Waxyfruit Hawthorn",CRPR2,Rosaceae,Rosaceae
1129,"Crataegus punctata Jacq.","Dotted Hawthorn",CRPU,Rosaceae,Rosaceae
1130,"Crataegus rivularis Nutt.","River Hawthorn",CRRI,Rosaceae,Rosaceae
1131,"Crataegus sp.","","",Rosaceae,Rosaceae
1132,"Crataegus spathulata Michx.","Littlehip Hawthorn",CRSP,Rosaceae,Rosaceae
1133,"Crataegus submollis Sarg.","Quebec Hawthorn",CRSU2,Rosaceae,Rosaceae
1134,"Crepis acuminata Nutt.","Longleaf Hawksbeard",CRACA,Asteraceae,Asteraceae
1135,"Crepis atribarba Heller","Slender Hawksbeard",CRATA2,Asteraceae,Asteraceae
1136,"Crepis modocensis Greene","Siskiyou Hawksbeard",CRMOM,Asteraceae,Asteraceae
1137,"Crepis occidentalis Nutt.","Largeflower Hawksbeard",CROCO2,Asteraceae,Asteraceae
1138,"Crepis runcinata (James) Torr. & Gray","Fiddleleaf Hawksbeard",CRRUR,Asteraceae,Asteraceae
1139,"Crepis runcinata ssp. glauca (Nutt.) Babcock & Stebbins","Fiddleleaf Hawksbeard",CRRUG,Asteraceae,Asteraceae
1140,"Crotalaria rotundifolia Walt. ex J.F. Gmel.",Rabbitbells,CRRO5,Fabaceae,Fabaceae
1141,"Crotalaria sagittalis L.","Arrowhead Rattlebox",CRSA4,Fabaceae,Fabaceae
1142,"Croton californicus Muell.-Arg.","California Croton",CRCAC,Euphorbiaceae,Euphorbiaceae
1143,"Croton monanthogynus Michx.","Prairie Tea",CRMO6,Euphorbiaceae,Euphorbiaceae
1144,"Croton pottsii var. pottsii","Potts' Leatherweed",CRPOP,Euphorbiaceae,Euphorbiaceae
1145,"Croton setigerus Hook.",Croton,CRSE11,Euphorbiaceae,Euphorbiaceae
1146,"Croton texensis (Klotzsch) Muell.-Arg.","Texas Croton",CRTET,Euphorbiaceae,Euphorbiaceae
1147,"Cryptantha cinerea var. cinerea","James' Catseye",CRCIC,Boraginaceae,Boraginaceae
1148,"Cryptantha cinerea var. jamesii Cronq.","James' Catseye",CRCIJ,Boraginaceae,Boraginaceae
1149,"Cryptantha crassisepala (Torr. & Gray) Greene","Thicksepal Catseye",CRCRC,Boraginaceae,Boraginaceae
1150,"Cryptantha fendleri (Gray) Greene","Sanddune Catseye",CRFE3,Boraginaceae,Boraginaceae
1151,"Cryptantha flava (A. Nels.) Payson","Brenda's Yellow Catseye",CRFL5,Boraginaceae,Boraginaceae
1152,"Cryptantha fulvocanescens (S. Wats.) Payson","Tawny Catseye",CRFUF,Boraginaceae,Boraginaceae
1153,"Cryptantha fulvocanescens var. fulvocanescens","Tawny Catseye",CRFUF,Boraginaceae,Boraginaceae
1154,"Cryptantha sericea (Gray) Payson","Silky Catseye",CRSE3,Boraginaceae,Boraginaceae
1155,"Cryptantha sp.",Hollowstomach,"",Boraginaceae,Boraginaceae
1156,"Cryptogramma sitchensis (Rupr.) T. Moore","Sitka Rockbrake",CRSI7,Pteridaceae,""
1157,"Cucumis melo L.",Cantaloupe,CUME,Cucurbitaceae,Cucurbitaceae
1158,"Cucumis sativus L.","Garden Cucumber",CUSA4,Cucurbitaceae,Cucurbitaceae
1159,"Cucumis sp.",Muskmelon,"",Cucurbitaceae,Cucurbitaceae
1160,"Cucurbita digitata Gray","Fingerleaf Gourd",CUDI,Cucurbitaceae,Cucurbitaceae
1161,"Cucurbita foetidissima Kunth","Missouri Gourd",CUFO,Cucurbitaceae,Cucurbitaceae
1162,"Cucurbita maxima Duchesne","Winter Squash",CUMA3,Cucurbitaceae,Cucurbitaceae
1163,"Cucurbita moschata (Duchesne ex Lam.) Duchesne ex Poir.","Crookneck Squash",CUMO,Cucurbitaceae,Cucurbitaceae
1164,"Cucurbita pepo L.","Field Pumpkin",CUPEP,Cucurbitaceae,Cucurbitaceae
1165,"Cucurbita pepo var. melopepo (L.) Alef.","Field Pumpkin",CUPEM,Cucurbitaceae,Cucurbitaceae
1166,"Cucurbita sp.",Squash,"",Cucurbitaceae,Cucurbitaceae
1167,"Cuminum cyminum L.",Cumin,CUCY,Apiaceae,Apiaceae
1168,"Cunila origanoides (L.) Britt.","Common Dittany",CUOR,Lamiaceae,Lamiaceae
1169,"Cupressus arizonica ssp. nevadensis (Abrams) E. Murray","Paiute Cypress",CUARN2,Cupressaceae,Cupressaceae
1170,"Cupressus macrocarpa Hartw. ex Gord.","Monterey Cypress",CUMA2,Cupressaceae,Cupressaceae
1171,"Cupressus sp.",Cypress,"",Cupressaceae,Cupressaceae
1172,"Curcuma longa L.","Common Turmeric",CULO,Zingiberaceae,Zingiberaceae
1173,"Cuscuta californica Hook. & Arn.","Chaparral Dodder",CUCAC,Cuscutaceae,Convolvulaceae
1174,"Cuscuta compacta Juss. ex Choisy","Compact Dodder",CUCOC,Cuscutaceae,Convolvulaceae
1175,"Cuscuta gronovii Willd. ex J.A. Schultes",Scaldweed,CUGRG,Cuscutaceae,Convolvulaceae
1176,"Cuscuta megalocarpa Rydb.","Bigfruit Dodder",CUME4,Cuscutaceae,Convolvulaceae
1177,"Cuscuta sp.",Dodder,"",Cuscutaceae,Convolvulaceae
1178,"Cycloloma atriplicifolium (Spreng.) Coult.","Winged Pigweed",CYAT,Chenopodiaceae,Amaranthaceae
1179,"Cycloloma cornutum","","",Chenopodiaceae,Amaranthaceae
1180,"Cymopterus acaulis (Pursh) Raf.","Plains Springparsley",CYACA,Apiaceae,Apiaceae
1181,"Cymopterus acaulis var. fendleri (Gray) Goodrich","Fendler's Springparsley",CYACF,Apiaceae,Apiaceae
1182,"Cymopterus bulbosus A. Nels.","Bulbous Springparsley",CYBU,Apiaceae,Apiaceae
1183,"Cymopterus globosus (S. Wats.) S. Wats.","Globe Springparsley",CYGL2,Apiaceae,Apiaceae
1184,"Cymopterus longipes S. Wats.","Longstalk Springparsley",CYLO,Apiaceae,Apiaceae
1185,"Cymopterus montanus Nutt. ex Torr. & Gray","Mountain Springparsley",CYMO,Apiaceae,Apiaceae
1186,"Cymopterus multinervatus (Coult. & Rose) Tidestrom","Purplenerve Springparsley",CYMU2,Apiaceae,Apiaceae
1187,"Cymopterus newberryi (S. Wats.) M.E. Jones","Sweetroot Springparsley",CYNE,Apiaceae,Apiaceae
1188,"Cymopterus purpurascens (Gray) M.E. Jones","Widewing Springparsley",CYPU,Apiaceae,Apiaceae
1189,"Cymopterus purpureus S. Wats.","Purple Springparsley",CYPU2,Apiaceae,Apiaceae
1190,"Cymopterus sp.","Wild Onion","",Apiaceae,Apiaceae
1191,"Cynodon dactylon (L.) Pers.",Bermudagrass,CYDA,Poaceae,Poaceae
1192,"Cynoglossum grande Dougl. ex Lehm.","Pacific Hound's Tongue",CYGR,Boraginaceae,Boraginaceae
1193,"Cynoglossum officinale L.",Gypsyflower,CYOF,Boraginaceae,Boraginaceae
1194,"Cynoglossum virginianum L.","Wild Comfrey",CYVIV,Boraginaceae,Boraginaceae
1195,"Cynoglossum virginianum var. boreale (Fern.) Cooperrider","Wild Comfrey",CYVIB,Boraginaceae,Boraginaceae
1196,"Cyperus erythrorhizos Muhl.","Redroot Flatsedge",CYER2,Cyperaceae,Cyperaceae
1197,"Cyperus esculentus L.","Chufa Flatsedge",CYESL,Cyperaceae,Cyperaceae
1198,"Cyperus fendlerianus Boeckl.","Fendler's Flatsedge",CYFE2,Cyperaceae,Cyperaceae
1199,"Cyperus laevigatus L.","Smooth Flatsedge",CYLA2,Cyperaceae,Cyperaceae
1200,"Cyperus odoratus L.","Fragrant Flatsedge",CYOD,Cyperaceae,Cyperaceae
1201,"Cyperus rotundus L.",Nutgrass,CYRO,Cyperaceae,Cyperaceae
1202,"Cyperus schweinitzii Torr.","Schweinitz's Flatsedge",CYSC3,Cyperaceae,Cyperaceae
1203,"Cyperus sp.",Kaa,"",Cyperaceae,Cyperaceae
1204,"Cyperus squarrosus L.","Bearded Flatsedge",CYSQ,Cyperaceae,Cyperaceae
1205,"Cypripedium acaule Ait.","Pink Lady's Slipper",CYAC3,Orchidaceae,Orchidaceae
1206,"Cypripedium arietinum Ait. f.","Ramhead Lady's Slipper",CYAR5,Orchidaceae,Orchidaceae
1207,"Cypripedium montanum Dougl. ex Lindl.","Mountain Lady's Slipper",CYMO2,Orchidaceae,Orchidaceae
1208,"Cypripedium parviflorum Salisb.","Lesser Yellow Lady's Slipper",CYPA19,Orchidaceae,Orchidaceae
1209,"Cypripedium parviflorum var. pubescens (Willd.) Knight","Lesser Yellow Lady's Slipper",CYPUP,Orchidaceae,Orchidaceae
1210,"Cypripedium sp.","Lady Slipper","",Orchidaceae,Orchidaceae
1211,"Cyrtandra sp.",Kanawao-keokeo,"",Gesneriaceae,Gesneriaceae
1212,"Cystopteris fragilis (L.) Bernh.","Brittle Bladderfern",CYFR2,Dryopteridaceae,""
1213,"Cystopteris protrusa (Weatherby) Blasdell","Lowland Bladderfern",CYPR4,Dryopteridaceae,""
1214,"Dahlia pinnata Cav.","Pinnate Dahlia",DAPI3,Asteraceae,Asteraceae
1215,"Dalea aurea Nutt. ex Pursh","Golden Prairieclover",DAAU,Fabaceae,Fabaceae
1216,"Dalea candida var. candida","White Prairieclover",DACAC,Fabaceae,Fabaceae
1217,"Dalea candida var. oligophylla (Torr.) Shinners","White Prairieclover",DACAO,Fabaceae,Fabaceae
1218,"Dalea compacta Spreng.","Compact Prairieclover",DACOC,Fabaceae,Fabaceae
1219,"Dalea enneandra Nutt.","Nineanther Prairieclover",DAEN,Fabaceae,Fabaceae
1220,"Dalea flavescens (S. Wats.) Welsh","Canyonlands Prairieclover",DAFL,Fabaceae,Fabaceae
1221,"Dalea formosa Torr.",Featherplume,DAFO,Fabaceae,Fabaceae
1222,"Dalea lanata Spreng.","Woolly Prairieclover",DALAL,Fabaceae,Fabaceae
1223,"Dalea lanata var. lanata","Woolly Prairieclover",DALAL,Fabaceae,Fabaceae
1224,"Dalea lasiathera Gray","Purple Prairieclover",DALA4,Fabaceae,Fabaceae
1225,"Dalea nana var. nana","Dwarf Prairieclover",DANAN,Fabaceae,Fabaceae
1226,"Dalea purpurea var. purpurea","Violet Prairieclover",DAPUP,Fabaceae,Fabaceae
1227,"Dalea purpurea Vent.","Purple Prairieclover",DAPUP,Fabaceae,Fabaceae
1228,"Dalea sp.","","",Fabaceae,Fabaceae
1229,"Dalea villosa var. villosa","Silky Prairieclover",DAVIV,Fabaceae,Fabaceae
1230,"Dalibarda repens L.","Robin Runaway",DARE,Rosaceae,Rosaceae
1231,"Daphne mezereum L.","Paradise Plant",DAME3,Thymelaeaceae,Thymelaeaceae
1232,"Darlingtonia californica Torr.","California Pitcherplant",DACA5,Sarraceniaceae,Sarraceniaceae
1233,"Darmera peltata (Torr. ex Benth.) Voss","Indian Rhubarb",DAPE,Saxifragaceae,Saxifragaceae
1234,"Dasiphora floribunda (Pursh) Kartesz","Shrubby Cinquefoil",DAFL3,Rosaceae,Rosaceae
1235,"Dasylirion durangensis","","",Agavaceae,Asparagaceae
1236,"Dasylirion texanum Scheele","Texas Sotol",DATE3,Agavaceae,Asparagaceae
1237,"Dasylirion wheeleri S. Wats.","Common Sotol",DAWH2,Agavaceae,Asparagaceae
1238,"Dasyochloa pulchella (Kunth) Willd. ex Rydb.","Low Woollygrass",DAPU7,Poaceae,Poaceae
1239,"Datisca glomerata (K. Presl) Baill.","Durango Root",DAGL2,Datiscaceae,Datiscaceae
1240,"Datura discolor Bernh.","Desert Thornapple",DADI2,Solanaceae,Solanaceae
1241,"Datura quercifolia Kunth","Chinese Thornapple",DAQU,Solanaceae,Solanaceae
1242,"Datura sp.","Jimson Weed","",Solanaceae,Solanaceae
1243,"Datura stramonium L.",Jimsonweed,DAST,Solanaceae,Solanaceae
1244,"Datura wrightii Regel","Sacred Thornapple",DAWR2,Solanaceae,Solanaceae
1245,"Daucus carota L.","Queen Anne's Lace",DACA6,Apiaceae,Apiaceae
1246,"Daucus pusillus Michx.","American Wild Carrot",DAPU3,Apiaceae,Apiaceae
1247,"Delphinium bicolor Nutt.","Little Larkspur",DEBIB,Ranunculaceae,Ranunculaceae
1248,"Delphinium carolinianum ssp. virescens (Nutt.) Brooks","Carolina Larkspur",DECAV2,Ranunculaceae,Ranunculaceae
1249,"Delphinium decorum Fisch. & C.A. Mey.","Coastal Larkspur",DEDED,Ranunculaceae,Ranunculaceae
1250,"Delphinium geraniifolium Rydb.","Clark Valley Larkspur",DEGE,Ranunculaceae,Ranunculaceae
1251,"Delphinium hesperium Gray","Foothill Larkspur",DEHEH,Ranunculaceae,Ranunculaceae
1252,"Delphinium menziesii DC.","Menzies' Larkspur",DEMEM,Ranunculaceae,Ranunculaceae
1253,"Delphinium nudicaule Torr. & Gray","Red Larkspur",DENU,Ranunculaceae,Ranunculaceae
1254,"Delphinium nuttallianum Pritz ex Walp.","Nuttal's Larkspur",DENU2,Ranunculaceae,Ranunculaceae
1255,"Delphinium nuttallianum Pritz. ex Walp.","Nuttal's Larkspur",DENU2,Ranunculaceae,Ranunculaceae
1256,"Delphinium parryi Gray","San Bernardino Larkspur",DEPAP5,Ranunculaceae,Ranunculaceae
1257,"Delphinium scaposum Greene","Tall Mountain Larkspur",DESC,Ranunculaceae,Ranunculaceae
1258,"Delphinium scopulorum Gray","Rocky Mountain Larkspur",DEGL3,Ranunculaceae,Ranunculaceae
1259,"Delphinium sp.",Larkspur,"",Ranunculaceae,Ranunculaceae
1260,"Delphinium tenuisectum Greene","Carrotleaf Larkspur",DEGE,Ranunculaceae,Ranunculaceae
1261,"Delphinium tricorne Michx.","Dwarf Larkspur",DETR,Ranunculaceae,Ranunculaceae
1262,"Dendromecon rigida Benth.","Tree Poppy",DERIR2,Papaveraceae,Papaveraceae
1263,"Dennstaedtia punctilobula (Michx.) T. Moore","Eastern Hayscented Fern",DEPU2,Dennstaedtiaceae,""
1264,"Dentaria sp.",Toothwort,"",Brassicaceae,Brassicaceae
1265,"Dentinum repandum","Hedgehog Mushroom","",Hydnaceae,""
1266,"Deschampsia caespitosa (L.) Beauv.","Tufted Hairgrass",DECA18,Poaceae,Poaceae
1267,"Deschampsia danthonioides (Trin.) Munro","Annual Hairgrass",DEDA,Poaceae,Poaceae
1268,"Descurainia incana ssp. incana","Mountain Tansymustard",DEINI,Brassicaceae,Brassicaceae
1269,"Descurainia incana ssp. incisa (Engelm.) Kartesz & Gandhi","Mountain Tansymustard",DEINI2,Brassicaceae,Brassicaceae
1270,"Descurainia obtusa (Greene) O.E. Schulz","Blunt Tansymustard",DEOBO,Brassicaceae,Brassicaceae
1271,"Descurainia pinnata (Walt.) Britt.","Western Tansymustard",DEPIP3,Brassicaceae,Brassicaceae
1272,"Descurainia pinnata ssp. halictorum (Cockerell) Detling","Western Tansymustard",DEPIH,Brassicaceae,Brassicaceae
1273,"Descurainia pinnata ssp. pinnata","Western Tansymustard",DEPIP3,Brassicaceae,Brassicaceae
1274,"Descurainia sophia (L.) Webb ex Prantl","Herb Sophia",DESO2,Brassicaceae,Brassicaceae
1275,"Descurainia sp.","Tansy Mustard","",Brassicaceae,Brassicaceae
1276,"Desmanthus illinoensis (Michx.) MacM. ex B.L. Robins. & Fern.","Prairie Bundleflower",DEIL,Fabaceae,Fabaceae
1277,"Desmodium canadense (L.) DC.","Showy Ticktrefoil",DECA7,Fabaceae,Fabaceae
1278,"Desmodium glutinosum (Muhl. ex Willd.) Wood","Pointedleaf Ticktrefoil",DEGL5,Fabaceae,Fabaceae
1279,"Desmodium illinoense Gray","Illinois Ticktrefoil",DEIL2,Fabaceae,Fabaceae
1280,"Desmodium incanum var. incanum","Zarzabacoa Comun",DEINI3,Fabaceae,Fabaceae
1281,"Desmodium nudiflorum (L.) DC.","Nakedflower Ticktrefoil",DENU4,Fabaceae,Fabaceae
1282,"Desmodium paniculatum (L.) DC.","Panicledleaf Ticktrefoil",DEPAP2,Fabaceae,Fabaceae
1283,"Desmodium perplexum Schub.","Perplexed Ticktrefoil",DEPE80,Fabaceae,Fabaceae
1284,"Desmodium sandwicense E. Mey.","Hawaii Ticktrefoil",DESA81,Fabaceae,Fabaceae
1285,"Desmodium sp.","Tick Trefoil","",Fabaceae,Fabaceae
1286,"Dicentra cucullaria (L.) Bernh.","Dutchman's Breeches",DICU,Papaveraceae,Papaveraceae
1287,"Dicentra formosa (Haw.) Walp.","Pacific Bleedinghearts",DIFOF,Papaveraceae,Papaveraceae
1288,"Dichanthelium laxiflorum (Lam.) Gould","Openflower Rosette Grass",DILA9,Poaceae,Poaceae
1289,"Dichanthelium oligosanthes var. oligosanthes","Heller's Rosette Grass",DIOLO,Poaceae,Poaceae
1290,"Dichanthelium oligosanthes var. scribnerianum (Nash) Gould","Scribner's Rosette Grass",DIOLS,Poaceae,Poaceae
1291,"Dichanthelium strigosum var. glabrescens (Griseb.) Freckmann","Roughhair Rosette Grass",DISTG,Poaceae,Poaceae
1292,"Dichelostemma capitatum ssp. capitatum","Congested Snakelily",DICAC5,Liliaceae,Nartheciaceae
1293,"Dichelostemma ida-maia (Wood) Greene","Ida May's Snakelily",DIID,Liliaceae,Nartheciaceae
1294,"Dichelostemma multiflorum (Benth.) Heller","Roundtooth Snakelily",DIMU5,Liliaceae,Nartheciaceae
1295,"Dichelostemma volubile (Kellogg) Heller","Twining Snakelily",DIVO,Liliaceae,Nartheciaceae
1296,"Dicranum bonjeanii De Not",Woodmoss,"",Dicranaceae,""
1297,"Dicranum sp.",Moss,"",Dicranaceae,""
1298,"Diervilla lonicera P. Mill.","Northern Bush Honeysuckle",DILO,Caprifoliaceae,Caprifoliaceae
1299,"Digitalis purpurea L.","Purple Foxglove",DIPUP2,Scrophulariaceae,Orobanchaceae
1300,"Digitaria cognata (J.A. Schultes) Pilger","Carolina Crabgrass",DICOC,Poaceae,Poaceae
1301,"Digitaria cognata var. cognata","Fall Witchgrass",DICOC,Poaceae,Poaceae
1302,"Digitaria setigera Roth ex Roemer & J.A. Schultes","East Indian Crabgrass",DISE6,Poaceae,Poaceae
1303,"Dimorphocarpa wislizeni (Engelm.) Rollins",Touristplant,DIWI2,Brassicaceae,Brassicaceae
1304,"Dionaea muscipula Ellis","Venus Flytrap",DIMU4,Droseraceae,Droseraceae
1305,"Dioscorea bulbifera L.","Air Yam",DIBU,Dioscoreaceae,Dioscoreaceae
1306,"Dioscorea pentaphylla L.","Fiveleaf Yam",DIPE2,Dioscoreaceae,Dioscoreaceae
1307,"Dioscorea sp.",Uhi-keokeo,"",Dioscoreaceae,Dioscoreaceae
1308,"Dioscorea villosa L.","Wild Yam",DIVI4,Dioscoreaceae,Dioscoreaceae
1309,"Diospyros texana Scheele","Texas Persimmon",DITE3,Ebenaceae,Ebenaceae
1310,"Diospyros virginiana L.","Common Persimmon",DIVI5,Ebenaceae,Ebenaceae
1311,"Diphylleia cymosa Michx.","American Umbrellaleaf",DICY2,Berberidaceae,Berberidaceae
1312,"Diplacus aurantiacus (W. Curtis) Jepson","Orange Bush Monkeyflower",DIAUA,Scrophulariaceae,Orobanchaceae
1313,"Diplacus aurantiacus ssp. aurantiacus","Orange Bush Monkeyflower",DIAUA,Scrophulariaceae,Orobanchaceae
1314,"Diplacus longiflorus (Nutt.) A.L. Grant","Southern Bush Monkeyflower",DILO6,Scrophulariaceae,Orobanchaceae
1315,"Diplazium meyenianum K. Presl","Meyen's Twinsorus Fern",DIME,Dryopteridaceae,""
1316,"Dipsacus fullonum L.","Fuller's Teasel",DIFU2,Dipsacaceae,Caprifoliaceae
1317,"Dirca palustris L.","Eastern Leatherwood",DIPA9,Thymelaeaceae,Thymelaeaceae
1318,"Disporum sp.","","",Liliaceae,Nartheciaceae
1319,"Distichlis spicata (L.) Greene","Inland Saltgrass",DISP,Poaceae,Poaceae
1320,"Dodecatheon hendersonii Gray","Mosquito Bills",DOHEH,Primulaceae,Primulaceae
1321,"Dodecatheon jeffreyi Van Houtte","Tall Mountain Shootingstar",DOJEJ,Primulaceae,Primulaceae
1322,"Dodecatheon pulchellum (Raf.) Merr.","Darkthroat Shootingstar",DOPUP2,Primulaceae,Primulaceae
1323,"Dodecatheon pulchellum ssp. pulchellum","Darkthroat Shootingstar",DOPUP2,Primulaceae,Primulaceae
1324,"Dodonaea viscosa (L.) Jacq.","Florida Hopbush",DOVI,Sapindaceae,Sapindaceae
1325,"Doellingeria umbellata var. umbellata","Parasol Aster",DOUMU,Asteraceae,Asteraceae
1326,"Draba helleriana Greene","Heller's Whitlowgrass",DRHEH,Brassicaceae,Brassicaceae
1327,"Draba incerta Payson","Yellowstone Whitlowgrass",DRIN2,Brassicaceae,Brassicaceae
1328,"Draba rectifructa C.L. Hitchc.","Mountain Whitlowgrass",DRRE,Brassicaceae,Brassicaceae
1329,"Draba reptans (Lam.) Fern.","Carolina Whitlowgrass",DRRE2,Brassicaceae,Brassicaceae
1330,"Dracocephalum parviflorum Nutt.","American Dragonhead",DRPA2,Lamiaceae,Lamiaceae
1331,"Drosera capillaris Poir.","Pink Sundew",DRCA2,Droseraceae,Droseraceae
1332,"Drosera rotundifolia L.","Roundleaf Sundew",DRROR,Droseraceae,Droseraceae
1333,"Drymaria glandulosa K. Presl","Fendler's Drymary",DRGL5,Caryophyllaceae,Caryophyllaceae
1334,"Dryopteris arguta (Kaulfuss) Watt","Coastal Woodfern",DRAR3,Dryopteridaceae,""
1335,"Dryopteris campyloptera Clarkson","Mountain Woodfern",DRCA3,Dryopteridaceae,""
1336,"Dryopteris carthusiana (Vill.) H.P. Fuchs","Spinulose Woodfern",DRCA11,Dryopteridaceae,""
1337,"Dryopteris cristata (L.) Gray","Crested Woodfern",DRCR4,Dryopteridaceae,""
1338,"Dryopteris expansa (K. Presl) Fraser-Jenkins & Jermy","Spreading Woodfern",DREX2,Dryopteridaceae,""
1339,"Dryopteris filix-mas (L.) Schott","Male Fern",DRFI2,Dryopteridaceae,""
1340,"Dryopteris fragrans (L.) Schott","Fragrant Woodfern",DRFRF,Dryopteridaceae,""
1341,"Dryopteris marginalis (L.) Gray","Marginal Woodfern",DRMA4,Dryopteridaceae,""
1342,"Dryopteris sp.","Wood Fern","",Dryopteridaceae,""
1343,"Dudleya lanceolata (Nutt.) Britt. & Rose","Lanceleaf Liveforever",DULA,Crassulaceae,Crassulaceae
1344,"Dudleya pulverulenta (Nutt.) Britt. & Rose","Chalk Liveforever",DUPUP,Crassulaceae,Crassulaceae
1345,"Dudleya sp.","Pygmy Weed","",Crassulaceae,Crassulaceae
1346,"Dyssodia papposa (Vent.) A.S. Hitchc.","Fetid Marigold",DYPA,Asteraceae,Asteraceae
1347,"Echeandia flavescens (J.A. & J.H. Schultes) Cruden","Torrey's Craglily",ECFL,Liliaceae,Nartheciaceae
1348,"Echinacea angustifolia DC.","Blacksamson Echinacea",ECANA,Asteraceae,Asteraceae
1349,"Echinacea angustifolia var. angustifolia","Blacksamson Echinacea",ECANA,Asteraceae,Asteraceae
1350,"Echinacea pallida (Nutt.) Nutt.","Pale Purple Coneflower",ECPA,Asteraceae,Asteraceae
1351,"Echinacea purpurea (L.) Moench","Eastern Purple Coneflower",ECPU,Asteraceae,Asteraceae
1352,"Echinacea sp.","Purple Cone Flower","",Asteraceae,Asteraceae
1353,"Echinocactus polycephalus Engelm. & Bigelow","Cottontop Cactus",ECPOP,Cactaceae,Cactaceae
1354,"Echinocactus sp.","Barrel Cactus","",Cactaceae,Cactaceae
1355,"Echinocactus williamsii Lem.",Mescal,"",Cactaceae,Cactaceae
1356,"Echinocereus coccineus Engelm.","Scarlet Hedgehog Cactus",ECCOC,Cactaceae,Cactaceae
1357,"Echinocereus engelmannii (Parry ex Engelm.) Lem.","Saints Cactus",ECENE,Cactaceae,Cactaceae
1358,"Echinocereus engelmannii var. chrysocentrus (Engelm. & Bigelow) Rumpl.","Saints Cactus",ECENC,Cactaceae,Cactaceae
1359,"Echinocereus fendleri (Engelm.) F. Seitz","Pinkflower Hedgehog Cactus",ECFEF2,Cactaceae,Cactaceae
1360,"Echinocereus polyacanthus Engelm.","Mojave Mound Cactus",ECPO6,Cactaceae,Cactaceae
1361,"Echinocereus rigidissimus (Engelm.) Haage f.","Rainbow Hedgehog Cactus",ECRI3,Cactaceae,Cactaceae
1362,"Echinocereus sp.",Cactus,"",Cactaceae,Cactaceae
1363,"Echinocereus triglochidiatus Engelm.","Kingcup Cactus",ECTRT,Cactaceae,Cactaceae
1364,"Echinocereus triglochidiatus var. triglochidiatus","Kingcup Cactus",ECTRT,Cactaceae,Cactaceae
1365,"Echinochloa colona (L.) Link","Jungle Rice",ECCO2,Poaceae,Poaceae
1366,"Echinochloa crus-galli (L.) Beauv.",Barnyardgrass,ECCR,Poaceae,Poaceae
1367,"Echinochloa crus-pavonis var. macera (Wieg.) Gould","Gulf Cockspur Grass",ECCRM,Poaceae,Poaceae
